session_number,animal_id,weight_kg,gestation,breed,feeding,age,productive_state,sample_index,elapsed_time_min,timestamp_ms,pastando,rumiando,source_mode,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,methane,ref_temperature_c,ref_humidity_rh,fig_temperature_c,fig_humidity_rh
05,155,400,no,,,6,si,0,0.0,1778256865019,,,ble,-5185,1621,-1429,-6013,1870,-2966,307,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,1,0.0,1778256865126,,,ble,-15045,1111,1205,2933,10589,-6000,308,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,2,0.0,1778256865219,,,ble,-8907,2508,3896,-853,116,2367,311,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,3,0.0,1778256865318,,,ble,-9405,235,2178,2394,-3070,2345,315,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,4,0.0,1778256865423,,,ble,-8354,1261,1051,160,-3131,1092,317,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,5,0.0,1778256865512,,,ble,-7395,1155,1964,954,-2796,-1015,319,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,6,0.0,1778256865618,,,ble,-7502,1765,3065,1496,-3760,-131,321,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,7,0.0,1778256865723,,,ble,-5643,3391,2144,2361,225,461,322,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,8,0.0,1778256865814,,,ble,-5651,2671,2710,-755,3748,-511,325,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,9,0.0,1778256865920,,,ble,-9242,-229,1258,-4168,3118,-1812,327,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,10,0.0,1778256866022,,,ble,-8482,1399,1970,371,3066,-1913,329,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,11,0.0,1778256866112,,,ble,-8912,3694,2971,2912,207,53,330,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,12,0.0,1778256866225,,,ble,-9853,775,1597,-327,-3949,789,331,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,13,0.0,1778256866329,,,ble,-9628,2854,2371,4861,-6072,2383,333,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,14,0.0,1778256866427,,,ble,-6087,4067,1879,-496,-3389,1635,334,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,15,0.0,1778256866522,,,ble,-4175,293,1484,280,783,-59,336,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,16,0.0,1778256866629,,,ble,-7161,2439,3808,-59,4331,-89,338,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,17,0.0,1778256866724,,,ble,-8702,528,3223,-2077,1869,-916,337,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,18,0.0,1778256866834,,,ble,-7585,3042,2280,17,584,-1916,340,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,19,0.0,1778256866926,,,ble,-8197,2402,3310,-225,-102,-141,342,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,20,0.0,1778256867016,,,ble,-9265,3139,1296,1036,-2530,391,343,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,21,0.0,1778256867139,,,ble,-8794,1368,3788,-1132,-2806,349,345,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,22,0.0,1778256867228,si,,ble,-7835,1216,3985,-1878,-4750,-523,346,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,23,0.0,1778256867315,si,,ble,-5420,1558,2123,400,307,-652,350,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,24,0.0,1778256867434,si,,ble,-7263,2169,3882,-2928,5152,-1374,349,NaN,NaN,NaN,NaN
05,155,400,no,,,6,si,25,0.0,1778256867536,si,,ble,-8258,12,3964,169,1524,173,352,NaN,NaN,NaN,NaN
